,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius
year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 LBN,14.858333333333333,16.033333333333335,15.575000000000001,14.550000000000002,15.049999999999999,16.008333333333333,14.141666666666666,15.300000000000002,15.466666666666667,15.41666666666667,14.808333333333335,14.358333333333333,14.975000000000003,14.908333333333331,14.616666666666667,14.383333333333333,14.758333333333335,15.183333333333332,15.508333333333333,14.716666666666667,15.150000000000004,14.241666666666667,14.35,14.708333333333334,15.233333333333334,15.166666666666666,14.966666666666667,14.883333333333335,15.091666666666669,15.208333333333334,15.191666666666668,14.033333333333333,15.066666666666668,15.925000000000002,15.341666666666667,15.716666666666663,14.825000000000001,16.333333333333332,16.291666666666668,15.608333333333333,16.475,16.041666666666668,16.066666666666666,15.899999999999999,15.783333333333333,15.691666666666668,16.025,16.2,16.216666666666665,17.608333333333334,15.6,16.425,16.308333333333334,16.458333333333336,16.091666666666665,16.55,16.224999999999998,17.025000000000002,16.416666666666668,16.558333333333334
 LBR,25.233333333333334,25.25,25.45,25.150000000000002,24.983333333333334,25.350000000000005,25.125,25.299999999999997,25.60833333333333,25.45833333333334,24.75,25.125,25.49166666666667,25.058333333333334,24.916666666666668,24.70833333333334,25.241666666666664,25.075,25.391666666666666,25.366666666666664,25.391666666666666,25.10833333333333,25.558333333333337,25.383333333333336,25.2,25.041666666666668,25.908333333333335,25.51666666666667,25.349999999999998,25.491666666666664,25.433333333333334,25.283333333333335,25.358333333333338,25.299999999999997,25.575,25.54166666666666,25.575000000000006,26.108333333333334,25.474999999999998,25.48333333333333,25.499999999999996,25.733333333333334,25.73333333333333,25.791666666666668,25.933333333333337,25.76666666666667,25.825,25.441666666666666,25.625,26.016666666666666,25.716666666666665,25.45833333333334,25.650000000000006,25.708333333333332,25.883333333333336,26.175,26.025000000000002,25.858333333333334,25.691666666666666,25.96666666666667
 LBY,21.525000000000002,22.01666666666667,22.241666666666664,21.666666666666668,21.666666666666668,22.03333333333333,21.5,21.974999999999998,22.38333333333333,21.741666666666664,21.61666666666667,22.0,21.616666666666664,21.7,21.641666666666666,21.616666666666664,21.850000000000005,21.783333333333335,22.241666666666664,21.816666666666666,21.99166666666667,21.99166666666667,21.691666666666666,21.866666666666664,22.116666666666664,21.975000000000005,22.091666666666665,22.375,22.03333333333333,22.416666666666668,22.124999999999996,21.616666666666664,22.266666666666666,22.375,22.416666666666668,22.458333333333332,22.424999999999997,22.758333333333336,23.083333333333332,22.325,22.983333333333334,22.85833333333333,22.891666666666666,22.775000000000002,22.675,22.650000000000002,22.791666666666668,22.975000000000005,22.891666666666666,23.808333333333337,22.333333333333332,22.733333333333334,22.78333333333333,22.70833333333334,22.416666666666668,22.849999999999998,22.39166666666667,22.883333333333336,22.49166666666667,22.5
 LCA,25.599999999999998,25.508333333333336,25.73333333333333,25.408333333333335,25.441666666666666,25.599999999999998,25.333333333333332,25.40833333333333,26.03333333333333,25.683333333333337,25.233333333333334,25.475000000000005,25.74166666666667,25.408333333333335,25.416666666666668,25.333333333333332,25.79166666666667,25.875,25.95,26.14166666666667,26.099999999999998,25.758333333333336,26.2,25.7,25.575000000000003,25.78333333333333,26.583333333333332,26.258333333333336,25.76666666666667,26.091666666666665,26.125,25.983333333333334,26.299999999999997,25.974999999999998,26.258333333333336,26.05,26.200000000000003,26.733333333333334,26.266666666666666,25.983333333333334,26.308333333333334,26.45,26.441666666666663,26.191666666666666,26.583333333333332,26.383333333333336,26.25833333333333,26.049999999999997,26.46666666666667,26.71666666666667,26.40833333333333,26.400000000000002,26.483333333333334,26.458333333333332,26.666666666666668,26.641666666666666,26.474999999999998,26.124999999999996,26.433333333333334,26.524999999999995
 LIE,6.558333333333334,4.783333333333333,4.891666666666667,5.800000000000001,4.783333333333333,5.683333333333334,5.808333333333334,5.425,5.216666666666668,5.058333333333334,5.641666666666667,5.366666666666667,5.300000000000001,5.858333333333333,5.891666666666667,5.683333333333333,5.891666666666667,5.05,5.466666666666666,4.891666666666667,5.483333333333334,6.316666666666666,6.391666666666667,5.308333333333334,5.325,5.666666666666667,5.591666666666666,6.375,6.733333333333332,6.733333333333334,5.816666666666667,6.608333333333334,6.0666666666666655,7.233333333333333,6.091666666666666,5.425,6.683333333333334,6.341666666666668,6.3,7.016666666666667,6.333333333333332,7.016666666666666,6.841666666666668,6.2,5.991666666666666,6.783333333333334,6.916666666666667,6.550000000000001,6.616666666666667,5.491666666666666,7.399999999999999,6.733333333333333,6.324999999999999,7.608333333333333,7.616666666666668,7.074999999999999,7.091666666666666,7.825,7.508333333333334,7.841666666666668
 LKA,26.40833333333333,26.36666666666667,26.433333333333337,26.708333333333332,26.608333333333334,26.799999999999997,26.408333333333335,26.483333333333338,26.716666666666665,26.566666666666666,26.175,26.583333333333332,26.85833333333333,26.375,26.38333333333333,26.599999999999998,26.683333333333334,26.775000000000002,26.991666666666664,27.116666666666664,26.799999999999997,26.891666666666666,27.24166666666667,26.566666666666663,26.79166666666666,26.866666666666664,27.233333333333334,27.150000000000002,26.791666666666668,27.108333333333334,27.10833333333333,26.84166666666667,26.908333333333335,26.975000000000005,27.125,27.025000000000002,27.241666666666664,27.683333333333334,26.975000000000005,27.09166666666667,27.275000000000006,27.366666666666674,27.34166666666667,27.108333333333334,27.233333333333334,27.2,27.150000000000002,27.058333333333326,27.433333333333334,27.5,27.299999999999997,27.49166666666667,27.275000000000002,27.408333333333335,27.38333333333333,27.758333333333336,27.474999999999998,27.34166666666667,27.724999999999998,27.683333333333334
 LSO,12.158333333333333,12.199999999999998,11.733333333333334,11.708333333333334,11.875,12.233333333333333,11.716666666666667,11.491666666666667,12.283333333333333,12.216666666666667,11.85,12.04166666666667,11.950000000000001,11.733333333333334,11.583333333333334,11.450000000000001,12.275,11.891666666666666,12.291666666666666,12.133333333333333,11.441666666666668,12.200000000000001,12.816666666666668,12.424999999999999,12.758333333333331,12.600000000000001,12.600000000000001,12.050000000000002,11.916666666666666,12.158333333333331,12.383333333333333,12.991666666666665,12.683333333333335,11.808333333333335,12.275,11.775,11.991666666666665,12.558333333333335,12.941666666666668,11.85,12.283333333333337,12.341666666666669,12.666666666666666,12.85,12.941666666666668,12.300000000000002,12.741666666666667,12.791666666666666,12.608333333333334,13.025,12.308333333333332,12.583333333333334,12.583333333333334,12.816666666666665,13.25,13.416666666666664,12.983333333333336,13.166666666666666,13.816666666666665,12.908333333333337
 LTU,7.275000000000001,5.641666666666667,5.45,6.025000000000001,5.291666666666667,5.983333333333334,6.875,5.966666666666666,4.8916666666666675,5.466666666666666,6.741666666666667,6.841666666666668,6.641666666666667,6.966666666666668,8.016666666666667,5.133333333333334,6.116666666666667,5.416666666666667,5.733333333333334,5.208333333333334,6.416666666666667,6.749999999999999,7.566666666666667,6.75,4.9750000000000005,6.116666666666666,4.675,6.766666666666667,8.225000000000001,7.9750000000000005,7.266666666666666,7.566666666666666,6.425,6.8500000000000005,7.091666666666668,5.599999999999999,6.816666666666667,6.733333333333333,7.791666666666668,8.175,7.200000000000002,7.816666666666669,6.908333333333332,6.966666666666666,6.916666666666667,7.416666666666665,7.833333333333333,8.241666666666667,7.175,6.358333333333333,7.708333333333333,6.816666666666667,7.583333333333333,7.908333333333335,8.475,7.766666666666666,7.533333333333334,8.233333333333333,8.708333333333334,9.066666666666668
 LUX,9.500000000000002,7.675000000000001,7.4750000000000005,8.850000000000001,8.091666666666667,9.041666666666666,9.116666666666667,8.491666666666665,8.516666666666667,8.525,8.908333333333333,8.4,8.841666666666667,9.299999999999999,9.208333333333332,9.433333333333332,9.158333333333333,8.266666666666667,8.441666666666668,8.325000000000001,8.808333333333332,9.458333333333334,9.475,8.65,7.991666666666667,8.424999999999999,8.225,9.608333333333333,9.966666666666667,10.049999999999999,9.033333333333333,9.808333333333334,9.241666666666665,10.4,9.841666666666667,8.183333333333334,9.691666666666668,9.625,10.158333333333333,10.4,9.816666666666668,10.291666666666668,10.158333333333333,9.658333333333333,9.916666666666666,10.25,10.458333333333334,9.891666666666667,10.000000000000002,8.741666666666667,10.558333333333335,9.816666666666665,9.316666666666666,11.075000000000001,10.516666666666667,10.108333333333333,10.408333333333333,11.1,10.800000000000002,11.316666666666668
 LVA,6.8,5.074999999999999,4.75,5.491666666666667,4.716666666666666,5.025,6.05,5.241666666666666,4.275,4.808333333333334,6.066666666666666,6.291666666666667,6.074999999999999,6.508333333333333,7.425,4.441666666666666,5.383333333333333,4.75,5.216666666666666,4.791666666666667,5.816666666666667,6.133333333333334,6.883333333333334,6.224999999999999,4.291666666666667,5.516666666666667,4.008333333333333,6.25,7.641666666666668,7.341666666666668,6.683333333333333,7.008333333333333,5.841666666666668,6.141666666666667,6.591666666666668,5.216666666666667,6.366666666666667,6.158333333333334,7.191666666666666,7.549999999999998,6.633333333333334,7.075,6.349999999999999,6.458333333333333,6.425000000000001,6.983333333333334,7.233333333333333,7.716666666666665,6.625,5.625,7.208333333333333,6.183333333333333,7.066666666666666,7.366666666666666,7.925000000000001,7.099999999999999,6.866666666666666,7.558333333333334,7.991666666666666,8.583333333333332
 MAR,18.041666666666668,17.416666666666664,17.083333333333336,17.46666666666667,17.041666666666668,17.258333333333333,16.941666666666666,17.141666666666662,17.01666666666667,17.325000000000003,16.366666666666667,16.366666666666667,17.008333333333333,16.924999999999997,16.883333333333336,16.750000000000004,17.058333333333334,17.35,17.249999999999996,17.39166666666667,17.59166666666667,17.308333333333334,17.775000000000002,17.158333333333335,17.691666666666666,17.133333333333336,17.966666666666665,17.525,17.966666666666665,17.916666666666668,17.05,17.150000000000002,16.875,17.73333333333333,18.316666666666666,17.599999999999998,18.208333333333336,17.966666666666665,17.666666666666664,17.916666666666664,18.400000000000002,18.083333333333332,18.183333333333334,17.900000000000002,17.966666666666665,18.23333333333333,17.891666666666666,17.849999999999998,18.4,18.658333333333335,18.258333333333333,18.166666666666668,17.999999999999996,18.383333333333336,18.48333333333333,18.641666666666666,18.833333333333332,17.575,18.18333333333333,18.500000000000004
 MCO,13.641666666666667,12.524999999999999,12.225,13.091666666666667,12.316666666666668,12.891666666666666,13.000000000000002,12.600000000000001,12.333333333333334,12.725,12.783333333333331,12.533333333333333,12.816666666666668,12.774999999999999,12.825000000000001,12.758333333333333,12.691666666666665,12.233333333333334,12.81666666666667,12.291666666666666,12.741666666666667,13.424999999999997,13.116666666666667,12.299999999999999,12.750000000000002,13.141666666666666,12.941666666666668,13.483333333333334,13.624999999999998,13.658333333333333,13.04166666666667,13.41666666666667,13.125,14.133333333333331,13.433333333333332,13.15,14.133333333333333,13.558333333333335,13.825000000000001,14.108333333333334,13.783333333333333,13.991666666666667,14.258333333333331,13.750000000000002,13.308333333333332,14.175000000000002,14.083333333333334,13.783333333333333,14.216666666666667,13.225,14.416666666666664,14.016666666666666,13.575000000000001,14.700000000000001,14.508333333333333,14.300000000000002,14.29166666666667,14.916666666666666,14.541666666666664,14.658333333333333
 MDA,10.191666666666666,9.799999999999999,9.216666666666667,9.141666666666667,8.741666666666667,10.641666666666666,9.95,9.866666666666667,8.641666666666667,9.875,9.849999999999998,9.816666666666666,9.483333333333333,9.908333333333333,10.824999999999998,8.625,9.858333333333333,9.033333333333333,10.033333333333333,8.608333333333333,9.975000000000001,9.85,10.466666666666665,9.475,8.233333333333334,9.7,8.416666666666668,9.483333333333333,10.891666666666667,10.725000000000001,9.7,9.933333333333332,9.333333333333334,10.9,9.950000000000001,9.424999999999999,9.166666666666666,9.975,10.95833333333333,10.991666666666667,10.374999999999998,10.875,9.75,10.3,10.258333333333333,9.999999999999998,11.666666666666664,11.191666666666665,11.216666666666663,10.65,10.383333333333333,10.991666666666669,11.058333333333332,11.100000000000001,11.691666666666665,11.233333333333333,11.174999999999999,11.283333333333333,12.158333333333333,12.225
 MDG,22.724999999999998,22.15833333333333,21.866666666666664,21.791666666666668,21.65833333333333,22.258333333333336,22.491666666666664,21.808333333333334,22.625,22.28333333333333,21.758333333333336,21.999999999999996,22.025000000000002,21.708333333333332,21.71666666666667,22.008333333333336,22.308333333333337,22.316666666666663,22.166666666666668,22.21666666666667,22.108333333333334,22.175,22.458333333333332,21.89166666666667,22.05,21.975000000000005,22.458333333333332,22.425,22.099999999999998,22.266666666666666,22.3,22.26666666666667,22.200000000000003,22.566666666666666,22.441666666666666,22.308333333333334,22.541666666666668,22.799999999999997,22.375,22.516666666666666,22.49166666666667,22.525000000000002,22.700000000000003,22.46666666666667,22.65833333333333,22.558333333333334,22.658333333333335,22.36666666666667,22.641666666666666,22.983333333333334,22.825,22.758333333333336,22.70833333333333,22.933333333333334,22.974999999999998,22.825,23.066666666666666,22.891666666666666,23.13333333333333,22.891666666666666
 MDV,27.7,27.716666666666672,27.775000000000002,27.45,27.375,27.583333333333332,27.516666666666662,27.349999999999994,27.541666666666668,27.45,27.150000000000002,27.65833333333333,27.683333333333334,27.35833333333333,27.341666666666665,27.691666666666666,27.73333333333333,27.683333333333337,27.716666666666665,27.766666666666666,27.766666666666666,27.783333333333335,27.96666666666667,27.625,27.666666666666668,27.616666666666664,27.95,27.89166666666667,27.59166666666667,27.816666666666674,28.025000000000002,27.899999999999995,27.83333333333333,27.875,27.983333333333338,27.683333333333334,28.01666666666667,28.09166666666667,27.95,27.683333333333337,27.841666666666665,27.925,27.75,27.725000000000005,27.75,27.691666666666666,27.733333333333334,27.700000000000003,27.733333333333334,27.724999999999998,27.725000000000005,27.733333333333334,27.70833333333334,27.733333333333334,27.724999999999998,27.799999999999997,27.75,27.725000000000005,27.775000000000002,27.783333333333335
 MEX,20.558333333333334,20.916666666666664,20.733333333333338,20.399999999999995,20.566666666666666,20.18333333333333,20.474999999999998,20.108333333333334,20.75,20.349999999999998,20.491666666666667,20.841666666666665,20.408333333333335,20.458333333333332,20.241666666666667,19.90833333333333,20.724999999999998,20.516666666666666,20.225,20.783333333333328,20.633333333333336,20.883333333333336,20.599999999999998,20.483333333333334,20.516666666666666,20.766666666666662,20.4,20.516666666666666,20.9,20.958333333333336,20.89166666666667,20.691666666666663,20.95,21.375,21.308333333333334,21.191666666666666,20.883333333333333,21.424999999999997,20.991666666666664,21.183333333333334,21.008333333333336,21.175,21.258333333333333,20.975000000000005,21.291666666666668,21.45,21.09166666666667,21.075,21.55,20.783333333333335,21.59166666666667,21.683333333333334,21.166666666666668,21.400000000000002,21.541666666666668,21.758333333333336,22.04166666666667,21.674999999999997,21.88333333333333,22.083333333333332
 MHL,27.349999999999998,27.341666666666665,27.474999999999998,27.041666666666668,27.208333333333332,27.40833333333333,27.325,27.308333333333334,27.558333333333334,27.48333333333333,27.0,27.29166666666667,27.441666666666663,27.24166666666667,27.0,26.966666666666665,27.416666666666668,27.416666666666668,27.5,27.566666666666663,27.575,27.483333333333334,27.583333333333332,27.583333333333332,27.541666666666668,27.599999999999998,27.566666666666666,27.474999999999998,27.424999999999997,27.7,27.474999999999998,27.608333333333334,27.5,27.699999999999992,27.58333333333333,27.708333333333332,27.7,27.691666666666663,27.391666666666666,27.558333333333337,28.025000000000002,28.150000000000002,28.175000000000008,28.349999999999998,28.233333333333334,28.041666666666668,27.908333333333335,27.575,27.833333333333332,27.400000000000002,27.733333333333334,28.25,28.275000000000002,28.233333333333334,28.250000000000004,28.425,28.358333333333334,28.149999999999995,28.2,28.433333333333334
 MKD,10.341666666666667,10.041666666666668,10.016666666666667,9.575000000000001,9.516666666666667,10.466666666666669,9.750000000000002,9.966666666666665,9.666666666666666,9.833333333333334,9.666666666666666,9.766666666666667,9.55,9.575,9.658333333333333,9.016666666666667,10.133333333333335,9.25,10.091666666666667,9.175,9.708333333333334,9.941666666666666,9.691666666666668,9.516666666666667,9.7,9.924999999999999,9.758333333333335,10.091666666666667,9.808333333333334,10.508333333333335,9.391666666666667,9.999999999999998,9.841666666666667,10.925000000000002,9.858333333333334,9.533333333333335,9.674999999999999,10.341666666666667,10.716666666666669,10.966666666666667,10.733333333333334,10.791666666666664,10.325000000000001,10.316666666666666,9.850000000000001,10.100000000000001,10.983333333333333,11.016666666666667,10.875,10.983333333333334,10.35,11.1,11.166666666666666,11.174999999999999,11.024999999999999,11.200000000000001,11.016666666666667,11.641666666666666,11.741666666666667,11.491666666666669
 MLI,27.758333333333336,27.925,28.216666666666672,27.975000000000005,27.75833333333333,28.25833333333333,27.8,28.150000000000002,28.783333333333335,28.46666666666667,28.25833333333333,28.366666666666664,28.483333333333334,27.699999999999992,27.725000000000005,27.641666666666666,28.325,28.458333333333332,28.491666666666664,28.791666666666668,28.399999999999995,28.191666666666666,28.86666666666667,28.675,28.533333333333335,28.24166666666667,29.20833333333333,28.416666666666668,28.34166666666667,28.833333333333332,28.466666666666665,28.20833333333334,28.733333333333334,28.116666666666664,28.541666666666668,28.83333333333334,28.833333333333332,29.066666666666666,28.433333333333334,28.68333333333334,28.833333333333332,29.066666666666677,29.00833333333334,29.075000000000003,29.158333333333335,28.8,28.916666666666668,28.525000000000002,29.125000000000004,29.36666666666667,29.099999999999998,28.641666666666666,28.866666666666664,28.875,28.875,29.14166666666667,29.0,28.950000000000003,28.724999999999998,29.033333333333335
 MLT,18.65833333333333,18.491666666666664,18.39166666666667,18.375,18.225,18.525,18.491666666666667,18.625,18.333333333333332,18.566666666666666,18.116666666666667,18.249999999999996,18.48333333333333,18.208333333333332,18.25,17.858333333333334,18.80833333333333,18.125,18.666666666666668,18.05,18.674999999999997,19.3,18.75,18.466666666666665,19.1,18.966666666666665,19.191666666666666,19.599999999999998,19.058333333333334,19.358333333333334,18.53333333333333,18.725,18.916666666666664,19.858333333333334,19.09166666666667,18.991666666666664,19.458333333333332,19.283333333333335,19.941666666666666,19.533333333333335,19.933333333333334,19.6,19.791666666666664,19.39166666666667,19.150000000000002,19.675,19.724999999999998,19.750000000000004,19.624999999999996,19.883333333333336,19.458333333333332,19.941666666666666,19.799999999999997,20.166666666666664,20.025,20.250000000000004,19.76666666666667,20.05,19.883333333333336,20.041666666666668
 MMR,22.88333333333333,22.791666666666668,22.78333333333333,22.866666666666664,22.758333333333336,23.249999999999996,22.716666666666665,22.75,23.041666666666668,22.816666666666663,22.416666666666668,22.958333333333332,23.091666666666665,22.64166666666667,22.849999999999998,22.766666666666666,22.649999999999995,23.016666666666666,23.50833333333333,23.25833333333333,22.925,22.816666666666666,22.908333333333335,22.950000000000003,22.974999999999998,22.991666666666664,23.433333333333334,23.433333333333334,23.05,23.274999999999995,23.224999999999998,22.816666666666666,23.008333333333336,23.266666666666666,23.333333333333332,23.11666666666667,22.99166666666667,23.733333333333334,23.40833333333333,22.98333333333333,23.425,23.349999999999998,23.283333333333335,23.125,23.575,23.491666666666664,23.25,23.158333333333335,23.700000000000003,23.974999999999998,23.23333333333333,23.475000000000005,23.266666666666666,23.51666666666667,23.450000000000003,23.683333333333334,23.466666666666665,23.233333333333338,23.775000000000006,23.625
 MNE,8.758333333333333,8.124999999999998,8.208333333333334,7.891666666666667,7.7749999999999995,8.625,8.158333333333333,8.241666666666665,7.891666666666667,8.041666666666666,8.033333333333333,8.166666666666666,7.841666666666666,8.0,8.091666666666667,7.391666666666666,8.491666666666665,7.491666666666666,8.450000000000001,7.441666666666667,8.008333333333331,8.483333333333333,8.216666666666667,7.8166666666666655,7.991666666666667,8.291666666666666,8.075,8.575,8.333333333333334,8.966666666666667,7.858333333333333,8.758333333333335,8.441666666666665,9.608333333333333,8.275,7.958333333333332,8.250000000000002,8.766666666666667,8.933333333333334,9.691666666666666,8.999999999999998,9.491666666666667,8.975,8.683333333333332,8.15,8.766666666666666,9.591666666666667,9.683333333333335,9.525,8.983333333333334,9.233333333333333,9.633333333333333,9.633333333333333,9.891666666666666,9.9,9.641666666666666,9.658333333333333,10.358333333333334,10.383333333333333,9.941666666666666
 MNG,-0.5583333333333332,-0.42499999999999954,0.29166666666666696,-1.0249999999999997,-0.04166666666666726,-0.708333333333333,-1.0583333333333333,-1.1666666666666663,-1.7750000000000001,-1.375,-0.8749999999999996,-0.3166666666666676,-1.4802973661668753e-16,-1.0916666666666666,-0.10000000000000024,-1.0416666666666674,-0.4750000000000001,0.10833333333333339,0.3583333333333331,-0.5250000000000009,-0.716666666666666,0.29166666666666724,-0.33333333333333276,-1.5333333333333332,-1.1416666666666668,-0.44166666666666715,-0.5166666666666663,-0.28333333333333294,0.5416666666666671,0.4999999999999993,-0.13333333333333375,0.041666666666666664,-0.3583333333333328,0.5916666666666659,0.8249999999999996,-0.20833333333333406,0.833333333333333,1.5249999999999997,1.0583333333333325,0.14999999999999977,0.7000000000000002,1.1500000000000006,0.11666666666666714,1.1500000000000001,-0.22500000000000084,0.9416666666666661,2.275,1.1666666666666667,0.5750000000000002,-0.5500000000000004,-0.09166666666666679,-0.7583333333333341,0.8666666666666666,1.1583333333333332,1.5583333333333336,0.6333333333333337,1.7666666666666666,1.0666666666666667,1.1833333333333336,1.1833333333333327
 MNP,27.083333333333332,27.291666666666668,27.099999999999994,27.23333333333333,26.983333333333338,27.399999999999995,26.83333333333334,27.00833333333333,27.541666666666668,27.558333333333337,27.58333333333334,27.05,27.233333333333334,27.308333333333337,26.99166666666667,27.14166666666667,27.391666666666662,27.283333333333335,27.358333333333334,27.433333333333337,27.608333333333334,27.233333333333338,27.46666666666667,27.683333333333326,27.525000000000002,27.5,27.624999999999996,27.875000000000004,27.60833333333333,27.599999999999998,27.641666666666666,27.55,27.616666666666664,27.541666666666668,27.316666666666663,27.358333333333324,27.349999999999994,27.349999999999994,27.35833333333333,27.38333333333333,27.40833333333333,27.38333333333333,27.366666666666664,27.400000000000002,27.399999999999995,27.391666666666666,27.650000000000002,27.674999999999997,27.691666666666663,27.75,27.666666666666668,27.716666666666658,28.125,27.95,27.675,28.316666666666666,28.075000000000003,28.34166666666667,27.816666666666666,27.875
 MOZ,23.916666666666668,23.700000000000003,23.191666666666663,23.383333333333336,23.166666666666668,23.808333333333334,23.683333333333334,23.491666666666664,23.983333333333338,24.025000000000002,23.566666666666663,23.54166666666666,23.75,23.208333333333332,23.36666666666667,23.424999999999997,23.900000000000002,23.641666666666666,23.691666666666666,23.616666666666664,23.28333333333333,23.61666666666667,24.450000000000003,23.766666666666666,23.583333333333332,23.66666666666667,24.258333333333336,23.933333333333337,23.616666666666664,24.008333333333336,23.95,24.50833333333333,24.191666666666663,23.900000000000002,24.433333333333334,24.041666666666668,24.116666666666664,24.525000000000002,23.95,23.825000000000003,24.099999999999998,24.266666666666666,24.375,24.26666666666667,24.933333333333334,24.400000000000002,24.466666666666665,24.28333333333333,24.349999999999998,24.7,24.200000000000003,24.299999999999997,24.191666666666666,24.308333333333334,24.691666666666663,24.599999999999998,24.375,24.5,24.724999999999998,24.516666666666666
 MRT,27.758333333333336,27.575,27.61666666666667,27.666666666666668,27.183333333333334,27.74166666666667,27.116666666666664,27.383333333333336,28.058333333333334,28.066666666666663,27.241666666666664,27.299999999999997,27.75833333333333,27.041666666666668,27.191666666666663,26.95,27.933333333333337,27.86666666666667,28.13333333333334,28.0,27.950000000000003,27.491666666666664,28.65833333333333,27.833333333333325,27.75,27.45,28.75833333333334,27.833333333333332,27.866666666666664,28.266666666666666,27.933333333333334,27.825000000000003,27.958333333333332,27.625000000000004,28.058333333333334,28.249999999999996,28.391666666666662,28.66666666666667,27.875,28.108333333333334,28.616666666666664,28.516666666666666,28.391666666666666,28.408333333333335,28.658333333333335,28.441666666666663,28.433333333333334,28.36666666666667,28.325000000000003,29.008333333333336,28.433333333333334,28.14166666666667,28.616666666666664,28.3,28.566666666666666,28.625,28.616666666666664,28.108333333333334,28.174999999999997,28.633333333333336
 MUS,23.358333333333334,22.633333333333336,22.525000000000002,22.474999999999998,22.483333333333334,22.908333333333328,23.099999999999998,22.53333333333333,23.400000000000002,23.099999999999998,22.700000000000003,23.183333333333334,23.075,22.50833333333333,22.975000000000005,23.208333333333332,23.483333333333334,23.258333333333336,23.26666666666667,23.20833333333334,23.224999999999998,23.24166666666667,23.108333333333334,22.75,22.900000000000002,23.01666666666667,23.575,23.408333333333335,23.033333333333335,23.049999999999997,23.433333333333334,23.0,23.125000000000004,23.316666666666666,23.216666666666665,22.958333333333332,23.3,23.575,23.208333333333332,23.11666666666667,23.600000000000005,23.575,23.741666666666664,23.599999999999994,23.45,23.633333333333336,23.641666666666666,23.58333333333333,24.075000000000003,24.116666666666664,24.066666666666666,23.916666666666668,23.900000000000002,24.299999999999997,24.258333333333336,24.016666666666666,24.41666666666667,24.191666666666666,24.525000000000002,23.933333333333334
 MWI,22.03333333333333,21.65833333333333,21.35833333333333,21.541666666666668,21.275,22.000000000000004,21.86666666666667,21.683333333333334,22.14166666666667,22.108333333333334,21.66666666666667,21.83333333333333,21.98333333333333,21.366666666666664,21.641666666666666,21.666666666666668,22.150000000000002,21.816666666666663,21.883333333333336,21.833333333333332,21.666666666666668,21.825,22.791666666666668,22.041666666666668,21.724999999999998,21.775000000000002,22.50833333333333,22.174999999999997,21.716666666666665,22.266666666666666,22.09166666666667,22.599999999999998,22.224999999999998,22.308333333333334,22.766666666666666,22.333333333333332,22.425,22.750000000000004,22.108333333333334,22.13333333333333,22.358333333333334,22.525000000000002,22.616666666666664,22.46666666666667,23.258333333333336,22.59166666666667,22.641666666666666,22.375,22.458333333333332,22.941666666666663,22.325000000000003,22.325,22.375,22.450000000000003,22.75,22.691666666666663,22.51666666666667,22.483333333333334,22.75833333333333,22.674999999999997
 MYS,24.95,24.84166666666667,24.90833333333333,24.924999999999997,24.791666666666668,25.099999999999998,24.825000000000003,24.891666666666666,25.116666666666664,25.025000000000002,24.891666666666666,25.25833333333333,25.325,24.941666666666666,24.941666666666663,24.766666666666666,25.016666666666666,25.15833333333333,25.25833333333333,25.200000000000003,25.34166666666667,25.349999999999998,25.649999999999995,24.96666666666667,25.158333333333335,25.258333333333336,25.633333333333336,25.458333333333332,25.225000000000005,25.616666666666664,25.599999999999998,25.49166666666667,25.41666666666666,25.50833333333333,25.541666666666668,25.458333333333332,25.76666666666667,26.166666666666668,25.53333333333333,25.65833333333333,25.75,25.933333333333337,25.741666666666664,25.683333333333334,25.724999999999994,25.63333333333333,25.566666666666663,25.374999999999996,25.675,25.8,25.59166666666667,25.783333333333335,25.883333333333336,25.791666666666668,26.008333333333336,26.308333333333337,25.858333333333334,25.891666666666662,26.166666666666668,26.058333333333337
