,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius,temperature_in_celsius
year,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 NAM,19.941666666666666,19.975,20.058333333333334,19.775000000000002,19.849999999999998,20.116666666666667,19.76666666666667,19.683333333333334,20.05833333333333,19.974999999999998,19.775000000000002,20.183333333333334,20.2,19.516666666666662,19.73333333333333,19.35833333333333,19.933333333333334,19.791666666666668,20.14166666666667,20.18333333333333,19.916666666666664,20.224999999999998,20.39166666666667,20.51666666666667,20.433333333333334,20.308333333333334,20.541666666666664,20.191666666666663,20.09166666666667,20.291666666666664,20.191666666666666,20.46666666666667,20.533333333333335,20.349999999999998,20.46666666666667,20.09166666666667,20.366666666666664,20.583333333333332,20.658333333333335,20.366666666666667,20.366666666666667,20.35833333333333,20.55833333333333,20.724999999999998,20.76666666666667,20.45,20.483333333333334,20.583333333333336,20.908333333333335,20.799999999999997,20.374999999999996,20.441666666666666,20.650000000000002,20.849999999999998,21.158333333333335,21.041666666666668,20.566666666666666,20.441666666666666,20.85,20.425
 NCL,21.83333333333333,21.925,21.650000000000002,22.058333333333334,21.108333333333334,21.15833333333333,21.866666666666664,21.366666666666664,21.666666666666668,22.141666666666666,21.791666666666668,21.516666666666666,22.474999999999998,21.875000000000004,22.025000000000002,21.875,21.650000000000006,21.766666666666666,21.733333333333334,21.90833333333333,21.974999999999998,21.575,22.008333333333336,22.024999999999995,21.95833333333333,21.858333333333334,21.850000000000005,22.625,22.116666666666664,22.274999999999995,21.833333333333332,21.8,21.691666666666666,21.608333333333334,22.466666666666665,22.425,21.883333333333336,22.924999999999997,22.450000000000003,22.125,22.341666666666665,22.275000000000002,22.133333333333336,22.258333333333336,22.23333333333333,21.974999999999998,22.46666666666667,22.34166666666667,22.25833333333333,22.600000000000005,22.29166666666667,22.016666666666666,22.00833333333333,22.00833333333333,22.14166666666667,22.83333333333334,22.691666666666663,22.308333333333334,22.224999999999998,22.725000000000005
 NER,26.191666666666663,27.016666666666666,27.39166666666667,27.058333333333334,26.71666666666667,27.016666666666666,26.775000000000002,27.066666666666663,27.975000000000005,27.10833333333333,27.108333333333334,27.59166666666667,27.650000000000002,26.858333333333334,26.875,27.21666666666667,26.683333333333334,27.241666666666664,27.491666666666664,27.441666666666666,27.13333333333333,27.333333333333332,27.16666666666666,27.724999999999998,27.291666666666668,27.5,27.808333333333337,27.29166666666667,26.683333333333334,27.716666666666665,27.55,26.850000000000005,27.45,27.15833333333333,27.616666666666664,27.749999999999996,27.850000000000005,27.966666666666665,27.850000000000005,27.34166666666667,27.59166666666667,27.774999999999995,27.875,27.99166666666667,28.058333333333337,27.974999999999998,27.974999999999994,27.5,28.541666666666668,28.724999999999998,28.174999999999997,27.98333333333333,28.100000000000005,28.225000000000005,27.691666666666663,28.333333333333332,27.76666666666667,27.924999999999997,27.650000000000006,27.641666666666662
 NGA,26.20833333333333,26.61666666666667,26.974999999999998,26.591666666666665,26.491666666666664,26.741666666666664,26.483333333333338,26.70833333333333,27.224999999999994,26.858333333333334,26.383333333333336,26.766666666666662,27.13333333333333,26.275000000000002,26.216666666666665,26.36666666666667,26.483333333333334,26.53333333333333,26.825000000000003,26.858333333333334,26.84166666666667,26.91666666666666,27.058333333333334,27.174999999999997,26.95,26.983333333333338,27.325,26.78333333333333,26.316666666666663,27.13333333333333,26.924999999999997,26.541666666666668,26.90833333333333,26.675000000000008,26.991666666666664,27.066666666666666,27.066666666666666,27.45,27.066666666666666,26.849999999999994,27.04166666666666,27.20833333333334,27.316666666666666,27.325,27.441666666666666,27.416666666666668,27.383333333333336,27.01666666666667,27.708333333333332,27.825,27.450000000000003,27.25,27.450000000000003,27.533333333333335,27.325,27.725000000000005,27.39166666666667,27.349999999999998,27.21666666666667,27.375000000000004
 NIC,24.633333333333336,24.38333333333333,24.625,24.658333333333335,24.766666666666666,24.75833333333333,24.358333333333334,24.16666666666667,24.583333333333332,24.200000000000003,24.125000000000004,24.649999999999995,24.650000000000002,24.16666666666666,24.25,24.375,24.7,24.766666666666666,24.849999999999998,25.016666666666666,24.758333333333336,24.941666666666666,25.366666666666664,24.54166666666667,24.799999999999997,24.8,25.424999999999997,25.21666666666667,24.966666666666665,25.150000000000002,25.25,25.266666666666666,25.191666666666666,25.291666666666668,25.274999999999995,24.783333333333335,25.349999999999998,25.524999999999995,24.65833333333333,24.891666666666666,25.291666666666668,25.416666666666668,25.49166666666667,25.325,25.24166666666667,25.366666666666664,25.208333333333332,25.15833333333333,25.5,25.266666666666666,25.183333333333334,25.200000000000003,25.308333333333334,25.408333333333342,25.591666666666665,25.641666666666666,25.516666666666666,25.049999999999997,25.425,25.641666666666662
 NLD,9.883333333333333,8.141666666666667,7.833333333333333,9.108333333333333,8.633333333333333,9.366666666666667,9.9,9.133333333333335,9.133333333333335,9.016666666666667,9.574999999999998,8.933333333333334,9.375000000000002,9.708333333333334,9.783333333333333,9.708333333333332,9.566666666666666,8.891666666666667,8.416666666666668,8.941666666666666,9.175,9.941666666666668,9.983333333333334,9.258333333333335,8.383333333333333,8.791666666666668,8.558333333333332,10.116666666666667,10.6,10.666666666666666,9.408333333333333,10.341666666666667,9.408333333333331,10.458333333333334,10.200000000000001,8.316666666666666,10.058333333333334,10.141666666666667,10.775,10.783333333333331,10.183333333333335,10.666666666666666,10.475,10.225,10.45,10.833333333333334,10.975000000000001,10.491666666666667,10.4,8.933333333333334,10.81666666666667,10.141666666666667,9.65,11.541666666666666,10.800000000000002,10.583333333333332,10.824999999999998,11.299999999999999,11.166666666666666,11.608333333333334
 NOR,1.7249999999999996,0.09166666666666679,0.6333333333333335,1.1916666666666669,0.06666666666666628,-0.5750000000000001,1.0916666666666668,0.008333333333333304,0.31666666666666643,0.30000000000000054,0.7166666666666665,1.633333333333333,0.9666666666666668,2.0333333333333337,1.7666666666666668,0.4249999999999998,0.4000000000000002,0.04999999999999997,0.016666666666666757,0.28333333333333366,-0.2249999999999995,1.1249999999999998,1.225,1.3916666666666664,-0.5666666666666669,0.4083333333333332,-0.06666666666666665,1.2083333333333335,2.358333333333333,2.4999999999999996,1.5833333333333333,1.9583333333333333,0.9749999999999998,1.0166666666666668,1.1,0.5750000000000005,1.758333333333333,0.9583333333333336,1.6416666666666668,2.4000000000000004,1.116666666666667,1.7583333333333335,1.95,2.0083333333333333,2.15,2.3916666666666666,2.108333333333333,2.2083333333333326,1.7750000000000004,-0.02500000000000006,2.550000000000001,1.1583333333333332,1.925,2.85,2.516666666666666,2.2333333333333334,1.8499999999999999,2.125,1.7999999999999996,2.983333333333333
 NPL,12.449999999999998,12.424999999999999,12.383333333333333,12.758333333333335,12.333333333333336,12.799999999999999,12.258333333333335,12.191666666666665,12.941666666666665,12.766666666666667,12.083333333333334,12.699999999999998,12.716666666666667,12.716666666666667,12.5,12.616666666666667,12.591666666666667,12.241666666666669,12.875,12.858333333333333,12.483333333333334,12.458333333333334,12.158333333333333,12.816666666666668,12.991666666666665,12.266666666666667,12.741666666666669,13.075000000000003,12.516666666666666,12.700000000000001,12.591666666666669,12.383333333333333,12.824999999999998,12.866666666666667,12.975000000000001,13.024999999999999,12.141666666666667,13.283333333333331,13.525,13.024999999999999,13.350000000000001,13.308333333333335,13.233333333333334,13.450000000000003,13.283333333333337,13.741666666666662,13.591666666666663,13.233333333333334,13.95833333333333,13.983333333333334,13.25,13.158333333333333,12.999999999999998,13.091666666666669,13.141666666666667,13.85,13.558333333333335,13.291666666666666,13.091666666666669,12.983333333333334
 NZL,9.758333333333335,10.366666666666665,9.458333333333334,9.583333333333334,9.375000000000002,9.616666666666667,9.733333333333333,9.700000000000001,9.641666666666666,10.325000000000001,10.624999999999998,9.774999999999999,10.158333333333333,10.216666666666665,10.158333333333333,9.3,9.291666666666666,10.2,10.083333333333334,9.85,10.358333333333333,9.6,9.55,10.191666666666666,10.308333333333332,10.158333333333333,10.141666666666667,10.308333333333334,10.408333333333333,10.374999999999998,9.575,8.975,9.283333333333333,9.666666666666666,9.983333333333334,9.9,9.7,10.758333333333333,10.658333333333333,10.158333333333335,10.266666666666667,10.058333333333335,10.008333333333331,9.45,10.475,9.791666666666666,10.125,10.183333333333334,9.749999999999998,10.441666666666666,10.283333333333333,9.975000000000001,10.583333333333334,10.15,10.033333333333333,10.741666666666667,10.525,10.683333333333332,10.541666666666666,10.508333333333335
 OMN,25.441666666666666,25.5,25.508333333333336,24.849999999999998,25.51666666666667,25.5,25.391666666666666,25.233333333333334,25.808333333333337,25.775000000000002,25.200000000000003,25.033333333333335,25.266666666666662,25.3,25.283333333333335,25.391666666666666,25.88333333333333,25.59166666666667,25.641666666666662,25.724999999999998,25.708333333333332,25.283333333333335,25.125,25.150000000000002,25.408333333333335,25.375,25.683333333333334,25.816666666666666,25.24166666666667,25.78333333333333,25.349999999999998,25.099999999999994,25.791666666666668,25.741666666666664,25.599999999999998,25.499999999999996,25.491666666666664,26.33333333333334,25.96666666666667,25.91666666666667,26.066666666666663,26.008333333333336,26.183333333333337,26.25,26.0,26.108333333333338,26.349999999999994,25.758333333333336,26.325,26.524999999999995,26.116666666666664,26.099999999999998,25.908333333333335,26.075000000000003,26.516666666666666,26.383333333333336,26.516666666666666,26.35833333333333,26.566666666666663,26.241666666666664
 PAK,19.916666666666668,19.925,20.616666666666664,19.599999999999998,19.900000000000002,20.008333333333333,19.825,19.7,20.466666666666665,20.566666666666666,20.316666666666666,19.5,20.208333333333332,19.833333333333332,19.558333333333334,19.849999999999998,20.675,20.23333333333333,20.075,20.541666666666668,20.35833333333333,19.675,19.78333333333333,20.075,20.408333333333335,19.758333333333336,20.574999999999996,21.008333333333333,19.78333333333334,20.533333333333335,20.083333333333336,19.875000000000004,20.583333333333332,20.275,20.083333333333336,20.03333333333333,19.575,20.641666666666666,21.066666666666666,20.841666666666665,20.941666666666666,20.974999999999998,20.525,21.208333333333332,20.325,21.033333333333335,20.999999999999996,20.908333333333335,21.275,21.366666666666664,21.033333333333335,20.48333333333333,21.058333333333334,20.683333333333334,20.908333333333335,21.55,21.31666666666667,21.608333333333334,20.724999999999998,20.575
 PAN,25.041666666666668,24.825,25.191666666666666,24.925,25.025000000000002,25.150000000000002,24.766666666666666,24.700000000000006,25.116666666666664,24.825,24.433333333333337,25.04166666666667,24.983333333333334,24.424999999999997,24.216666666666665,24.583333333333332,24.90833333333333,25.025000000000002,25.066666666666666,25.216666666666665,24.958333333333332,25.10833333333333,25.625000000000004,24.691666666666666,24.849999999999998,24.983333333333334,25.566666666666666,25.11666666666667,25.041666666666668,25.408333333333335,25.433333333333334,25.49166666666667,25.491666666666664,25.350000000000005,25.433333333333337,24.974999999999998,25.416666666666668,25.65833333333333,24.8,24.849999999999998,25.308333333333337,25.474999999999998,25.516666666666666,25.28333333333333,25.274999999999995,25.349999999999998,25.21666666666667,24.991666666666664,25.466666666666665,25.441666666666666,25.224999999999994,25.416666666666668,25.608333333333334,25.75833333333333,25.833333333333332,25.866666666666664,25.441666666666666,25.36666666666667,25.7,25.700000000000003
 PER,19.566666666666666,19.508333333333336,19.64166666666667,19.308333333333334,19.733333333333334,19.5,19.125,19.208333333333332,20.05,19.416666666666664,19.066666666666666,19.974999999999998,19.250000000000004,18.658333333333328,18.708333333333332,19.158333333333335,19.308333333333334,19.26666666666667,19.541666666666668,19.625,19.249999999999996,19.666666666666668,20.366666666666664,19.333333333333336,19.150000000000002,19.3,20.066666666666666,19.433333333333334,19.133333333333333,19.441666666666666,19.541666666666664,19.933333333333334,19.691666666666666,19.708333333333332,19.741666666666664,19.15,20.191666666666666,20.416666666666668,19.283333333333335,19.458333333333332,19.291666666666668,19.71666666666667,19.633333333333333,19.766666666666662,19.599999999999998,19.716666666666672,19.166666666666668,19.45,19.791666666666664,19.75,19.48333333333333,19.708333333333332,19.308333333333334,19.724999999999998,20.283333333333335,20.224999999999998,19.991666666666664,19.575,19.908333333333335,19.933333333333334
 PHL,25.15833333333333,25.05,24.89166666666667,25.20833333333334,25.025000000000002,25.474999999999998,24.925,25.09166666666667,25.40833333333333,25.5,24.86666666666667,25.150000000000002,25.46666666666667,25.249999999999996,25.175,25.025000000000002,25.391666666666666,25.391666666666666,25.51666666666667,25.575,25.191666666666674,25.308333333333337,25.716666666666665,25.46666666666667,25.575,25.450000000000003,25.966666666666665,25.925,25.466666666666665,25.750000000000004,25.725000000000005,25.616666666666664,25.666666666666668,25.774999999999995,25.650000000000002,25.516666666666666,25.625,26.28333333333333,25.650000000000002,25.791666666666668,25.84166666666667,25.724999999999998,25.600000000000005,25.700000000000006,25.8,25.858333333333334,25.84166666666667,25.525000000000002,25.549999999999997,25.825000000000003,25.608333333333334,25.933333333333334,25.925000000000008,25.76666666666667,26.016666666666662,26.341666666666665,25.899999999999995,26.099999999999998,26.174999999999997,26.299999999999997
 PLW,27.466666666666665,27.58333333333334,27.666666666666668,27.599999999999998,27.433333333333334,27.71666666666667,27.599999999999998,27.7,27.65833333333333,27.900000000000002,27.583333333333332,27.691666666666666,27.816666666666663,27.608333333333334,27.45,27.458333333333332,27.758333333333336,27.608333333333338,27.616666666666664,27.63333333333333,27.675000000000008,27.600000000000005,27.708333333333332,27.783333333333335,27.650000000000002,27.883333333333336,27.99166666666667,27.983333333333338,27.78333333333333,27.65833333333333,27.408333333333328,27.51666666666667,27.416666666666668,27.608333333333334,27.674999999999997,27.825000000000003,27.8,27.966666666666672,27.88333333333333,28.16666666666666,28.3,28.275000000000002,28.075,28.25,28.125000000000004,28.25833333333333,28.150000000000002,28.025000000000002,27.983333333333334,27.741666666666664,27.891666666666662,28.283333333333335,28.399999999999995,28.24166666666667,28.350000000000005,28.55,28.308333333333337,28.524999999999995,28.225000000000005,27.849999999999998
